participant_code,consent,generation,session_code,session_label,treatment_appeal,example_color,chain_code,selected_feedback_index,selected_feedback_message,selected_feedback_grid_state,selected_feedback_author,selected_feedback_score,feedback_message,feedback_score,feedback_grid_state,birthyear,gender,period,revenue,cost,points,plants_treated,grid_state,period_in_chain,num_plants_fed,selected_feedback_grid_state_flatten,grid_state_flatten,feedback_grid_state_flatten,net_payoff,generation_c
8czwcfoc,1,1,iow52nbf,p_la2g1,low_appeal,yellow,pxat8o8cz_iow52nbfL,NA,NA,NA,NA,NA,The field yields a higher output when red nutrient is applied,759,"[[{""blue"":0,""yellow"":0,""red"":3},{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1}]]",1997,Female,5,839,138,701,9,"[[{""blue"":0,""yellow"":3,""red"":2},{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1}],[{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":0,""red"":1}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1}]]",5,9,NA,032-001-001-002-002-001-001-001-001,003-002-002-002-002-002-001-001-001,654,0
8czwcfoc,1,1,iow52nbf,p_la2g1,low_appeal,yellow,pxat8o8cz_iow52nbfL,NA,NA,NA,NA,NA,The field yields a higher output when red nutrient is applied,759,"[[{""blue"":0,""yellow"":0,""red"":3},{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1}]]",1997,Female,6,919,160,759,9,"[[{""blue"":0,""yellow"":0,""red"":3},{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1}]]",6,9,NA,003-002-002-002-002-002-001-001-001,003-002-002-002-002-002-001-001-001,632,0
v4xqp4bs,1,1,iow52nbf,p_la2g1,low_appeal,red,q827jyv4x_iow52nbfL,NA,NA,NA,NA,NA,"The field yields a higher output when you use one of each nutrient in the top row, and use yellow and red nutrients in the bottom two rows.",851,"[[{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1}]]",1989,Other,1,670,72,598,9,"[[{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":0},{""blue"":1,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":0},{""blue"":1,""yellow"":0,""red"":0}]]",1,9,NA,101-011-110-001-010-100-001-010-100,111-111-111-010-010-010-001-001-001,720,0
v4xqp4bs,1,1,iow52nbf,p_la2g1,low_appeal,red,q827jyv4x_iow52nbfL,NA,NA,NA,NA,NA,"The field yields a higher output when you use one of each nutrient in the top row, and use yellow and red nutrients in the bottom two rows.",851,"[[{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1}]]",1989,Other,2,831,90,741,9,"[[{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1}],[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}]]",2,9,NA,111-111-111-001-001-001-100-100-100,111-111-111-010-010-010-001-001-001,702,0
v4xqp4bs,1,1,iow52nbf,p_la2g1,low_appeal,red,q827jyv4x_iow52nbfL,NA,NA,NA,NA,NA,"The field yields a higher output when you use one of each nutrient in the top row, and use yellow and red nutrients in the bottom two rows.",851,"[[{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1}]]",1989,Other,3,655,90,565,9,"[[{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1}]]",3,9,NA,010-010-010-010-010-010-111-111-111,111-111-111-010-010-010-001-001-001,702,0
v4xqp4bs,1,1,iow52nbf,p_la2g1,low_appeal,red,q827jyv4x_iow52nbfL,NA,NA,NA,NA,NA,"The field yields a higher output when you use one of each nutrient in the top row, and use yellow and red nutrients in the bottom two rows.",851,"[[{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1}]]",1989,Other,4,944,102,842,9,"[[{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1}]]",4,9,NA,111-111-111-010-010-010-001-001-001,111-111-111-010-010-010-001-001-001,690,0
v4xqp4bs,1,1,iow52nbf,p_la2g1,low_appeal,red,q827jyv4x_iow52nbfL,NA,NA,NA,NA,NA,"The field yields a higher output when you use one of each nutrient in the top row, and use yellow and red nutrients in the bottom two rows.",851,"[[{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1}]]",1989,Other,5,805,90,715,9,"[[{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1}]]",5,9,NA,111-111-111-100-100-100-001-001-001,111-111-111-010-010-010-001-001-001,702,0
v4xqp4bs,1,1,iow52nbf,p_la2g1,low_appeal,red,q827jyv4x_iow52nbfL,NA,NA,NA,NA,NA,"The field yields a higher output when you use one of each nutrient in the top row, and use yellow and red nutrients in the bottom two rows.",851,"[[{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1}]]",1989,Other,6,953,102,851,9,"[[{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1}]]",6,9,NA,111-111-111-010-010-010-001-001-001,111-111-111-010-010-010-001-001-001,690,0
q82kxx9f,1,1,iow52nbf,p_la2g1,low_appeal,yellow,q827jyv4x_iow52nbfL,NA,NA,NA,NA,NA,The field yields a higher output when ??? I have no idea how to make things go better.,136,"[[{""blue"":0,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":5,""yellow"":5,""red"":5},{""blue"":0,""yellow"":0,""red"":0}]]",1990,Other,1,592,92,500,8,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":0,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1}],[{""blue"":1,""yellow"":1,""red"":1},{""blue"":2,""yellow"":1,""red"":1},{""blue"":0,""yellow"":0,""red"":0}]]",1,8,NA,100-010-001-110-011-101-111-211-000,000-100-000-000-000-000-000-555-000,620,0
q82kxx9f,1,1,iow52nbf,p_la2g1,low_appeal,yellow,q827jyv4x_iow52nbfL,NA,NA,NA,NA,NA,The field yields a higher output when ??? I have no idea how to make things go better.,136,"[[{""blue"":0,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":5,""yellow"":5,""red"":5},{""blue"":0,""yellow"":0,""red"":0}]]",1990,Other,2,588,88,500,8,"[[{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":0,""red"":1},{""blue"":1,""yellow"":0,""red"":0}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":0,""yellow"":2,""red"":0},{""blue"":1,""yellow"":0,""red"":1}],[{""blue"":1,""yellow"":1,""red"":1},{""blue"":2,""yellow"":1,""red"":1},{""blue"":0,""yellow"":0,""red"":0}]]",2,8,NA,010-001-100-110-020-101-111-211-000,000-100-000-000-000-000-000-555-000,624,0
q82kxx9f,1,1,iow52nbf,p_la2g1,low_appeal,yellow,q827jyv4x_iow52nbfL,NA,NA,NA,NA,NA,The field yields a higher output when ??? I have no idea how to make things go better.,136,"[[{""blue"":0,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":5,""yellow"":5,""red"":5},{""blue"":0,""yellow"":0,""red"":0}]]",1990,Other,3,670,76,594,8,"[[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1},{""blue"":1,""yellow"":0,""red"":0}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":0,""yellow"":2,""red"":0},{""blue"":1,""yellow"":0,""red"":1}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":6,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}]]",3,8,NA,001-001-100-110-020-101-001-600-000,000-100-000-000-000-000-000-555-000,636,0
q82kxx9f,1,1,iow52nbf,p_la2g1,low_appeal,yellow,q827jyv4x_iow52nbfL,NA,NA,NA,NA,NA,The field yields a higher output when ??? I have no idea how to make things go better.,136,"[[{""blue"":0,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":5,""yellow"":5,""red"":5},{""blue"":0,""yellow"":0,""red"":0}]]",1990,Other,4,770,96,674,8,"[[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1},{""blue"":1,""yellow"":0,""red"":0}],[{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":2,""red"":0},{""blue"":0,""yellow"":1,""red"":1}],[{""blue"":0,""yellow"":1,""red"":0},{""blue"":3,""yellow"":2,""red"":1},{""blue"":0,""yellow"":0,""red"":0}]]",4,8,NA,001-001-100-101-020-011-010-321-000,000-100-000-000-000-000-000-555-000,616,0
q82kxx9f,1,1,iow52nbf,p_la2g1,low_appeal,yellow,q827jyv4x_iow52nbfL,NA,NA,NA,NA,NA,The field yields a higher output when ??? I have no idea how to make things go better.,136,"[[{""blue"":0,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":5,""yellow"":5,""red"":5},{""blue"":0,""yellow"":0,""red"":0}]]",1990,Other,5,768,80,688,8,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":0,""red"":0}],[{""blue"":1,""yellow"":0,""red"":1},{""blue"":3,""yellow"":2,""red"":2},{""blue"":0,""yellow"":0,""red"":0}]]",5,8,NA,100-100-010-010-101-100-101-322-000,000-100-000-000-000-000-000-555-000,632,0
q82kxx9f,1,1,iow52nbf,p_la2g1,low_appeal,yellow,q827jyv4x_iow52nbfL,NA,NA,NA,NA,NA,The field yields a higher output when ??? I have no idea how to make things go better.,136,"[[{""blue"":0,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":5,""yellow"":5,""red"":5},{""blue"":0,""yellow"":0,""red"":0}]]",1990,Other,6,228,92,136,2,"[[{""blue"":0,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":5,""yellow"":5,""red"":5},{""blue"":0,""yellow"":0,""red"":0}]]",6,2,NA,000-100-000-000-000-000-000-555-000,000-100-000-000-000-000-000-555-000,140,0
7jypkzqq,1,1,iow52nbf,p_la2g1,low_appeal,blue,q827jyv4x_iow52nbfL,NA,NA,NA,NA,NA,"The field yields a higher output when you add blue to all of them for a guaranteed 600 - 700 score. You should use all the blue as it doesn't seem to be negatives and make sure that you maximise all the 16 things. E.g. for 7 of them, you should add 2 blue and 1 blue for the remaining 2. This will guarantee a decent score.",859,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}]]",1997,Male,1,798,18,780,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}],[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}],[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}]]",1,9,NA,100-100-100-100-100-100-100-100-100,200-200-200-200-200-200-200-100-100,774,0
7jypkzqq,1,1,iow52nbf,p_la2g1,low_appeal,blue,q827jyv4x_iow52nbfL,NA,NA,NA,NA,NA,"The field yields a higher output when you add blue to all of them for a guaranteed 600 - 700 score. You should use all the blue as it doesn't seem to be negatives and make sure that you maximise all the 16 things. E.g. for 7 of them, you should add 2 blue and 1 blue for the remaining 2. This will guarantee a decent score.",859,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}]]",1997,Male,2,861,32,829,9,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}]]",2,9,NA,200-200-200-200-200-200-200-100-100,200-200-200-200-200-200-200-100-100,760,0
7jypkzqq,1,1,iow52nbf,p_la2g1,low_appeal,blue,q827jyv4x_iow52nbfL,NA,NA,NA,NA,NA,"The field yields a higher output when you add blue to all of them for a guaranteed 600 - 700 score. You should use all the blue as it doesn't seem to be negatives and make sure that you maximise all the 16 things. E.g. for 7 of them, you should add 2 blue and 1 blue for the remaining 2. This will guarantee a decent score.",859,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}]]",1997,Male,3,802,40,762,9,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0}]]",3,9,NA,200-200-200-200-200-200-200-010-010,200-200-200-200-200-200-200-100-100,752,0
7jypkzqq,1,1,iow52nbf,p_la2g1,low_appeal,blue,q827jyv4x_iow52nbfL,NA,NA,NA,NA,NA,"The field yields a higher output when you add blue to all of them for a guaranteed 600 - 700 score. You should use all the blue as it doesn't seem to be negatives and make sure that you maximise all the 16 things. E.g. for 7 of them, you should add 2 blue and 1 blue for the remaining 2. This will guarantee a decent score.",859,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}]]",1997,Male,4,697,32,665,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}]]",4,9,NA,100-100-200-200-200-200-200-200-200,200-200-200-200-200-200-200-100-100,760,0
7jypkzqq,1,1,iow52nbf,p_la2g1,low_appeal,blue,q827jyv4x_iow52nbfL,NA,NA,NA,NA,NA,"The field yields a higher output when you add blue to all of them for a guaranteed 600 - 700 score. You should use all the blue as it doesn't seem to be negatives and make sure that you maximise all the 16 things. E.g. for 7 of them, you should add 2 blue and 1 blue for the remaining 2. This will guarantee a decent score.",859,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}]]",1997,Male,5,759,32,727,9,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}]]",5,9,NA,200-200-200-200-200-200-200-100-100,200-200-200-200-200-200-200-100-100,760,0
7jypkzqq,1,1,iow52nbf,p_la2g1,low_appeal,blue,q827jyv4x_iow52nbfL,NA,NA,NA,NA,NA,"The field yields a higher output when you add blue to all of them for a guaranteed 600 - 700 score. You should use all the blue as it doesn't seem to be negatives and make sure that you maximise all the 16 things. E.g. for 7 of them, you should add 2 blue and 1 blue for the remaining 2. This will guarantee a decent score.",859,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}]]",1997,Male,6,891,32,859,9,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}]]",6,9,NA,200-200-200-200-200-200-200-100-100,200-200-200-200-200-200-200-100-100,760,0
q3btsmqp,1,1,iow52nbf,p_la2g1,low_appeal,yellow,t1xk22q3b_iow52nbfL,NA,NA,NA,NA,NA,The field yields a higher output when you count the syllables of the shapes,848,"[[{""blue"":1,""yellow"":2,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}],[{""blue"":1,""yellow"":1,""red"":3},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}],[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}]]",2000,Female,1,661,96,565,8,"[[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":0,""red"":1}],[{""blue"":0,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":0}],[{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":1}]]",1,8,NA,000-011-001-010-111-100-111-110-111,120-100-100-113-100-100-100-100-100,616,0
q3btsmqp,1,1,iow52nbf,p_la2g1,low_appeal,yellow,t1xk22q3b_iow52nbfL,NA,NA,NA,NA,NA,The field yields a higher output when you count the syllables of the shapes,848,"[[{""blue"":1,""yellow"":2,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}],[{""blue"":1,""yellow"":1,""red"":3},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}],[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}]]",2000,Female,2,559,80,479,6,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":0,""yellow"":2,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":1,""yellow"":1,""red"":1},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":1,""yellow"":1,""red"":1},{""blue"":0,""yellow"":2,""red"":0},{""blue"":1,""yellow"":1,""red"":1}]]",2,6,NA,100-020-000-000-111-000-111-020-111,120-100-100-113-100-100-100-100-100,472,0
