participant_code,chain_code,generation,treatment_appeal,feedback_message,mix_and_match,mismatch,color_based,shape_based,spread,mix_nutrients,pure_nutrients,spatial,useall,time,blue_prioritize,yellow_prioritize,red_prioritize,less_per_plant,more_per_plant,variation,other,noinfo
dav62qr4,w0h9sbawo_i3oq5e6tH,4,high_appeal,The field yields a higher output when you mix the drops to make the colour in the flower i.e. yellow and blue to make green,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
e0e9e3so,w5wnt9d98_i3oq5e6tH,4,high_appeal,The field yields a higher output when you mix more yellow,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uj5poggx,w5wnt9d98_i3oq5e6tH,4,high_appeal,The field yields a higher output when disperse the nutrient through out the field,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pbtnsupw,w5wnt9d98_i3oq5e6tH,4,high_appeal,"The field yields a higher output when yellow is added to all field, then give more yellow to blue and evenly distribute colour different from the field",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
soq38q7s,z7ply7bzt_i3oq5e6tH,4,high_appeal,"The field yields a higher output when not too much is added, as adding 3 red on red triangle did poorly (550), while mixing colours like paint did alright (600-700) but not as well as P1 (800+) which didn't always mix colours exactly; however I did not get as high replicating their method once (600-700), though experimenting and choosing the opposite got 600-700 once (and also is what I did on this round, but I don't know how well I did).",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
6pgnqzbi,z7ply7bzt_i3oq5e6tH,4,high_appeal,The field yields a higher output when the colors of the nutrients match (or combine to match) the color of the shape. It's also important to divide the nutrients evenly and not leave more than one flower out.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
zmphg4gh,z7ply7bzt_i3oq5e6tH,4,high_appeal,The field yields a higher output when you match the colours to the colour of the flower. I believe that thete are extra points for vibrancy. ie yellow has 2 yellows rather than one.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0jzs53bx,3gaxclyyh_7p2nvof4H,4,high_appeal,The field yields a higher output when you combined the nutrient colours to match the plant colour. For example a purple flower would require a combination of blue and red nutients at a 1:1 rate.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44bzclwv,3gaxclyyh_7p2nvof4H,4,high_appeal,"The field yields a higher output when you choose the colours that make up the colour of the larger shape. For example, for secondary colours, such as green, you would click one droplet of blue and one droplet of yellow. For primary colours such as red, you would just click on droplet of red.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
oxwc3yq1,3gaxclyyh_7p2nvof4H,4,high_appeal,The field yields a higher output when the colours are mixed correctly to give the colour provided in the image.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39uzwskd,5171koccj_7p2nvof4H,4,high_appeal,The field yields a higher output when you add more of the same color to the largest shape.,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8ifqzm0i,5171koccj_7p2nvof4H,4,high_appeal,The field yields a higher output when you spread the nutrients across all.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fsffjgrd,5171koccj_7p2nvof4H,4,high_appeal,The field yields a higher output when you form the colours of the plant with the nutrients,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kjunlpyl,9xzdo10lx_7p2nvof4H,4,high_appeal,"The field yields a higher output when you combine the nutrients to make the colour of the flower. i.e yellow for yellow, yellow and red for orange. It is not 100% perfect due to the element of chance listed in the instructions.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
smqhbb7c,9xzdo10lx_7p2nvof4H,4,high_appeal,"The field yields a higher output when you use the colour combinations that match up with the flower colour, e.g. for orange, you select 1 red and one yellow. I always ended up with 1 nutrient left over which I would put towards one of the solid colours that required just the one nutrient. In most cases, I added an additional (2x total) nutrients to the blue.",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
mgvgqno5,9xzdo10lx_7p2nvof4H,4,high_appeal,"The field yields a higher output when you use the nutrients that match/make up the colour of the flower. This advice was tested by my previous player amongst other tests and they found this gave them the highest points. I followed the advice matching the colours in every round and received a high amount of points each time, higher than the previous who also used different methods. So for example use a red nutrient only for a red flower and use both a yellow and blue nutrient on a green flower, use a red and blue nutrient on a purple flower. I recommend you follow this advice to maximise your points.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kqphnheu,cjhc3hy5j_7p2nvof4H,4,high_appeal,The field yields a higher output when you match the colors of the shapes with the same colored solution. Blue is 1 blue drop. Red is 1 red drop. Yellow is 1 yellow drop. Orange is 2 red drops. Green is 2 blue drops. Purple is 2 blue drops.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7ajxqil1,cjhc3hy5j_7p2nvof4H,4,high_appeal,"The field yields a higher output when you give 1 blue drop to blue, 1 yellow drop to yellow, and 1 red drop to red. Do 2 red drops for orange, 2 blue drops for purple, and 2 blue drops for green",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myparen5,cjhc3hy5j_7p2nvof4H,4,high_appeal,"The field yields a higher output when for primary colours, just use one of that colour. blue shapes = 1 blue. yellow square = 1 yellow. orange shape = 2  red. red shape= 1 red. purple star = 1 blue 1 red. green heart = 1 blue, 1 red",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cvmu558g,dtxsgs3aj_7p2nvof4H,4,high_appeal,"The field yields a higher output when you use two of the same color of nutrient for the same flower like blue for blue, and use the nutrient color that isnt part of the primary colors of the flower's color like use the yellow nutrient for the purple flower( the primary colors of purple are blue and red).",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uv5jkp9p,dtxsgs3aj_7p2nvof4H,4,high_appeal,"The field yields a higher output when you mix two primary colors to yield a secondary color. For example you will see I selected blue and red to make purple for the purple plant. Blue and yellow to make green for the green plant. Sometimes you will have one extra, I decided it was best to use that on one of the primary color plants.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
zkagy3p4,dtxsgs3aj_7p2nvof4H,4,high_appeal,The field yields a higher output when you study the field and give befitting nutrients,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
jdag9nx0,fcb7bmvvh_7p2nvof4H,4,high_appeal,"The field yields a higher output when the colour of the nutrients selected goes against the base colour of the flower, such as - in a red flower, you'd choose blue and yellow nutrients but not red. Orange would be a blue nutrient and not yellow + red as they both make orange. There also seems to be a preference for the yellow nutrients, (purple flower would be a great way to use this, by giving it multiple dosages of yellow.)",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
v5vqm7s3,fcb7bmvvh_7p2nvof4H,4,high_appeal,"The field yields a higher output when choosing only the yellow ones, except when there is a yellow figure. Simply give 2 yellow to each and skip the one with the yellow figure.",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
wr0dvp9x,fcb7bmvvh_7p2nvof4H,4,high_appeal,The field yields a higher output when one uses more yellow points than other colors and combines blue and red to make purple.,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
86mpz4tz,mjmtlhqc2_7p2nvof4H,4,high_appeal,The field yields a higher output when you follow the example on the left.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fzqd9ph7,mjmtlhqc2_7p2nvof4H,4,high_appeal,The field yields a higher output when copying the formation shown on the left.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4c670r11,mjmtlhqc2_7p2nvof4H,4,high_appeal,"The field yields a higher output when you mix the colors/nutrients that match the flower/shape. So blue and yellow = green, yellow and red = orange and so on.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hrdcz4bh,oghwt207z_7p2nvof4H,4,high_appeal,The field yields a higher output when the color combination gives the color of the flower.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7wwuxuws,oghwt207z_7p2nvof4H,4,high_appeal,The field yields a higher output when you mix together colours that will equal the colour of the flower.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107dhy6d,oghwt207z_7p2nvof4H,4,high_appeal,"The field yields a higher output when the colours that create the existing main colour are added to it, e.g. blue + yellow = green.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8cl8c7ot,peio9rhh8_7p2nvof4H,4,high_appeal,"The field yields a higher output when the majority contain 2. for instance orange, purple and green contain 2.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vwmud9sz,peio9rhh8_7p2nvof4H,4,high_appeal,"The field yields a higher output when you use a mixture of allocating one of each colour, and two of the same colour. When allocating more than 2 of the same colour however, the score appears to decrease.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
flpfpls1,peio9rhh8_7p2nvof4H,4,high_appeal,The field yields a higher output when you feed the same colour.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
f2csd0mx,suxnj0hys_7p2nvof4H,4,high_appeal,The field yields a higher output when you try to match the colors of the shapes with the ingredient colors as closely as possible.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mzu7n1dg,suxnj0hys_7p2nvof4H,4,high_appeal,The field yields a higher output when I mix the colors the match that of the flower. I played around with where that very last nutrient would go and tried between red yellow and blue. Doubling on the yellow flowernseemed to give me the best result. Good luck,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
tvw7i8ld,suxnj0hys_7p2nvof4H,4,high_appeal,The field yields a higher output when you fill the colours with the same feed and others you mix it.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0o9xvon3,0o9sbfmb3_iow52nbfL,1,low_appeal,The field yields a higher output when you combine two different solutions on the same field. Dont allow one type of solution be concentrated on the field.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
sbf0aivb,0o9sbfmb3_iow52nbfL,1,low_appeal,The field yields a higher output when you use only one ingredient in whichever plant you are picking,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mb3e0zyu,0o9sbfmb3_iow52nbfL,1,low_appeal,The field yields a higher output when using more all of the droplets.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5qgdkows,4uv5qga2z_iow52nbfL,1,low_appeal,The field yields a higher output when the nutrients are mixed but the blue nutrient is used in higher quantities,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4uv9jhd0,4uv5qga2z_iow52nbfL,1,low_appeal,"The field yields a higher output when i choose just one colour for all, both red and blue did for me, yellow had lower field yeilds but just enjoy it and go with your heart",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
a2ze6j6t,4uv5qga2z_iow52nbfL,1,low_appeal,"The field yields a higher output when I gave the flowers with a plus at least 2 nutrients - I gave the 1st one 1 yellow & 1 blue, the 2nd 2 blue and the 3rd one 3 red as these flowers seemed to give me more points when I gave them more nutrients compared to the others. I also think that the red nutrient could be the best nutrient to give the plants but I'm not 100% sure on that. I also gave every plant atleast one nutrient, however I have no idea if this was the correct thing to do, but I did average around 600-700 points by doing all this. Good luck!",0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
dpyg7kfx,dpyn89dks_iow52nbfL,1,low_appeal,The field yields a higher output when you seperate the 1s as much as you can,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dks3hnvk,dpyn89dks_iow52nbfL,1,low_appeal,The field yields a higher output when you put it on red on the images with +,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
n89aqsta,dpyn89dks_iow52nbfL,1,low_appeal,"The field yields a higher output when you trial different combinations, find one that generally scores highly, then repeat that.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
qh2g1jt6,g3eqh2ire_iow52nbfL,1,low_appeal,"The field yields a higher output when each of the nutrients are somewhat even. For example, 5 blue, 6 yellow, and 5 red. When nutrients are too concentrated on one colour or on one plant, your points decrease.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ire460hv,g3eqh2ire_iow52nbfL,1,low_appeal,The field yields a higher output when you have blue/yellow top row. red\yellow middle row and one of each on the bottom row. It got me over 800 points. I'm not sure what the overall pattern is though,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
g3evq517,g3eqh2ire_iow52nbfL,1,low_appeal,The field yields a higher output when you use more red nutrient. Combining red and yellow nutrient on the flowers with + in the centre significantly reduces the yield.,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
mq4soli8,hi5b3cmq4_iow52nbfL,1,low_appeal,The field yields a higher output when you do not overload a few plants with nutrients. I got better results by spreading the resources I believe,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
hi5houfr,hi5b3cmq4_iow52nbfL,1,low_appeal,"The field yields a higher output when you use more of the solutions, i cannot see any other pattern than spreading them out and using all the solutions",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
b3c9m0nf,hi5b3cmq4_iow52nbfL,1,low_appeal,The field yields a higher output when using 1 yellow and 1 blue,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
msm7k3ad,msmg1m4ue_iow52nbfL,1,low_appeal,The field yields a higher output when each single flower is given at least one nutrient. Do not waste time putting too much nutrients in one flower as the benefit is not as much as if you were make sure each single plan gets at least one nutrient- doesn't matter what colour.,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
4uedpoen,msmg1m4ue_iow52nbfL,1,low_appeal,"The field yields a higher output when using more of the flowers, it seems.  I think don't try all the same colours and don't leave any flowers with nothing.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
g1mbzhyt,msmg1m4ue_iow52nbfL,1,low_appeal,The field yields a higher output when you have at least one of each,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
t8ox3bga,pxat8o8cz_iow52nbfL,1,low_appeal,"The field yields a higher output when you spread the nutrients out more evening across the board, rather then tryin to build up individual ones",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
pxajxkh4,pxat8o8cz_iow52nbfL,1,low_appeal,The field yields a higher output when the plus symbol flowers have only 1 blue,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8czwcfoc,pxat8o8cz_iow52nbfL,1,low_appeal,The field yields a higher output when red nutrient is applied,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
v4xqp4bs,q827jyv4x_iow52nbfL,1,low_appeal,"The field yields a higher output when you use one of each nutrient in the top row, and use yellow and red nutrients in the bottom two rows.",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
q82kxx9f,q827jyv4x_iow52nbfL,1,low_appeal,The field yields a higher output when ??? I have no idea how to make things go better.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7jypkzqq,q827jyv4x_iow52nbfL,1,low_appeal,"The field yields a higher output when you add blue to all of them for a guaranteed 600 - 700 score. You should use all the blue as it doesn't seem to be negatives and make sure that you maximise all the 16 things. E.g. for 7 of them, you should add 2 blue and 1 blue for the remaining 2. This will guarantee a decent score.",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
q3btsmqp,t1xk22q3b_iow52nbfL,1,low_appeal,The field yields a higher output when you count the syllables of the shapes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
t1x0wcj7,t1xk22q3b_iow52nbfL,1,low_appeal,The field yields a higher output when you give the flowers one or more nutrient but not too much.,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
k22e00i0,t1xk22q3b_iow52nbfL,1,low_appeal,"The field yields a higher output when the last 6 have yellow and red and the remaining are blue, there seemed to be a high score with blue and yellow on the top 6 as well, however I wasn't able to work out anything solid. Good luck :)",0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
z7z8708s,winww1z7z_iow52nbfL,1,low_appeal,The field yields a higher output when less potion is mixed and more potion is placed on a plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ww17ca1c,winww1z7z_iow52nbfL,1,low_appeal,The field yields a higher output when the yellow and blue fertilizers are used on the top three plants in higher doses,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
winab7no,winww1z7z_iow52nbfL,1,low_appeal,The field yields a higher output when the same nutrient is distributed evenly across all plants.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
kc7ikjm3,0u6btckc7_r920kresL,1,low_appeal,"The field yields a higher output when nutrients are varied, and given in amounts of ""1"". I tried to make different nutrient combos on plants with the same pattern to maximise chances. I did not try to add ""3"" of the same nutrient to any plant, but the field performed slightly worse when I added some groups of ""2"" of the same nutrient.",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
btciynp1,0u6btckc7_r920kresL,1,low_appeal,The field yields a higher output when you use less nutrients. Though there was an element of just trial and error to it and making sure you keep an eye on how  you scored in the previous rounds.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0u6fz2g0,0u6btckc7_r920kresL,1,low_appeal,The field yields a higher output when blue is selected for all. I tried red for all as my last but blue is definatly higher output than yellow. good luck!!,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
8eerpbq6,18w8ees7o_r920kresL,1,low_appeal,"The field yields a higher output when the first row across is 1 blue, the second row down is 1 yellow each and the third row down is 1 red",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
s7offlk2,18w8ees7o_r920kresL,1,low_appeal,The field yields a higher output when they have at least one red nutrient,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18w6qo2h,18w8ees7o_r920kresL,1,low_appeal,The field yields a higher output when you give more than one of the same nutrient per plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rcurehkb,2no7usrcu_r920kresL,1,low_appeal,"The field yields a higher output when you use only blue, do a min of one blue and a max of three blue for each plant",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2nomy4od,2no7usrcu_r920kresL,1,low_appeal,"The field yields a higher output when there is no more than 3 potions used on 1 flower. (Honestly, I'm not completely sure but this layout led to a decent output of around 700)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7usgtbr9,2no7usrcu_r920kresL,1,low_appeal,"The field yields a higher output when you complete the feed in a sequence. So, from the bottom left, give 1 to yellow, then the middle, 1 to yellow and then top right, 1 to yellow. Then go to the top left corner and give 2 to blue, skip the middle and give 2 to blue in bottom right. Then do some reds in those sections empty and try to give some 2 x reds,",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
s1wwmn24,3yms1whn8_r920kresL,1,low_appeal,The field yields a higher output when I used 1 blue potion on every flower than when I used 1 red or 1 yellow potions on every flower.,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
hn8hi65i,3yms1whn8_r920kresL,1,low_appeal,The field yields a higher output when you add more yellow with an odd blue and red,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3ym0hc5g,3yms1whn8_r920kresL,1,low_appeal,The field yields a higher output when blue and / or red nutrients are given to the flowers.,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ub5odmo1,5p4p9nub5_r920kresL,1,low_appeal,The field yields a higher output when i used individual colours by themselves then when combining other colours together,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
p9ncvlpy,5p4p9nub5_r920kresL,1,low_appeal,The field yields a higher output when i found that when i used all the nutrients i got a higher score,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5p470un6,5p4p9nub5_r920kresL,1,low_appeal,The field yields a higher output when there is a range of nurtrients.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
995lhgo4,czy995vgh_r920kresL,1,low_appeal,The field yields a higher output when you use all 16 doses,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
vghxsytr,czy995vgh_r920kresL,1,low_appeal,The field yields a higher output when when I only use the yellow solution instead of only the blue or red,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
czyw1roc,czy995vgh_r920kresL,1,low_appeal,The field yields a higher output when the highest nutrients are in blue in round shape,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9p7422w3,fek9p7w0j_r920kresL,1,low_appeal,"The field yields a higher output when you dont put too many nutrients in one plant, less seems to be more.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
fekdq7my,fek9p7w0j_r920kresL,1,low_appeal,The field yields a higher output when there's a variety of options across each field. I had the highest output when I did a mixture of single varients (such as 2 blue and 0 yellow/red) and combinations (such as 1 of each colour).,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
w0j3xl6y,fek9p7w0j_r920kresL,1,low_appeal,The field yields a higher output when you give the same shapes the same nutrients,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iabadkil,iab05dwju_r920kresL,1,low_appeal,"The field yields a higher output when ... I could not find any correlation between the plants and nutrients, I thought that maybe more red nutrients were good for the heart shaped plant and more yellow for the star, but I couldnt prove this in time.",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
wjud1ink,iab05dwju_r920kresL,1,low_appeal,"The field yields a higher output when you use yellow nutrients. I think blue is the worst, red is middle, and yellow is best. I also mixed yellow and red nutrients but I can't totally tell if that was better than just using yellow.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
05dc914l,iab05dwju_r920kresL,1,low_appeal,"The field yields a higher output when The crosses are red, The stars are yellow, the heart is red. this pattern appeared to give some consistency throughout the board.",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
u3z76rld,plmighu3z_r920kresL,1,low_appeal,The field yields a higher output when you use yellow nutrients,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
plm1e91h,plmighu3z_r920kresL,1,low_appeal,The field yields a higher output when it seemed when using the blue nutrient.  It also seemed possible that the less nutrients used may have resulted in more points.  I should have utilized my rounds a bit more thoughfully!,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ighuvxta,plmighu3z_r920kresL,1,low_appeal,The field yields a higher output when you use the maximum amount of nutrients allowed. Blue and red combinations seem to yeild higher when together and yellow when alone. Good Luck!,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
qwkb89aw,qwkawncgn_r920kresL,1,low_appeal,"The field yields a higher output when The beginning was pre-written and can't be deleted.  My max score was something like 857, I had a higher scores when splitting the nutrients like this, rather than dumping them all into a smaller number of flowers. I did not try putting all of the nutrients into a single flower, and I also used the max amount of nutrients every time.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
awn8difu,qwkawncgn_r920kresL,1,low_appeal,"The field yields a higher output when blue is mostly used, however I have found 1x blue top line, 1x yellow middle line and 1x red bottom line is most effective.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
cgnztg6q,qwkawncgn_r920kresL,1,low_appeal,The field yields a higher output when you carefully monitor how much of each colour is going in each plant. I experimented with just using primarily one colour for a few studies and found that one particular colour excelled higher points than others. Be really precise and take information from previous solutions to try and figure out the highest way to gain points.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
mfggof50,0o9sbfmb3_iow52nbfL,2,low_appeal,The field yields a higher output when all the droplets are used and spread evenly between the colours.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
62r9r6ak,0o9sbfmb3_iow52nbfL,2,low_appeal,"The field yields a higher output when you pick the star and the cross pick one of each colour on either for example, pick 1 blue on one star and 1 red on the other and do the same for the cross.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hj8smnt2,0o9sbfmb3_iow52nbfL,2,low_appeal,The field yields a higher output when a few potions are applied to many flowers,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9jf6xlap,4uv5qga2z_iow52nbfL,2,low_appeal,"The field yields a higher output when flowers with a plus are mixed with a blue and red solution. Flowers with a triangle like mixed red and blue nutrients as well. Overall, blue is the best nutrient so I spread the remaining nutrient around the different flowers. Leaving a flower with no nutrients lowers the yield so make sure enough nutrients are left to cover all flowers. Yellow nutrients yield a smaller output so avoid and just use a mix of red and blue for all flowers.",0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0
5pegqg1h,4uv5qga2z_iow52nbfL,2,low_appeal,The field yields a higher output when evenly distributed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9mpgw7y7,4uv5qga2z_iow52nbfL,2,low_appeal,The field yields a higher output when you choose less nutriens just one color to one plant.,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
pi523ig4,dpyn89dks_iow52nbfL,2,low_appeal,The field yields a higher output when you try to test different quantities of each colour.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
dqvef2iy,dpyn89dks_iow52nbfL,2,low_appeal,The field yields a higher output when it seems to be a bit random. I tried to copy the  previous person but changed a few numbers but did not get the same score anytime. It is possible that same shapes can have same scores maybe? I did not try and use more than 3 on 1 colour so you could try that however the advice from another player before said something about keeping it at 1. Another random idea i had was the number of sides on the shapes could affect the score somehow?      Good luck :),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mxhspxz0,dpyn89dks_iow52nbfL,2,low_appeal,The field yields a higher output when you increase the give plants with the same shape relatively similar amounts of nutrients.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l5w5zvdm,g3eqh2ire_iow52nbfL,2,low_appeal,The field yields a higher output when you select a single colour for certain shapes. Mixing seems to produce a lower output.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
epvxg50j,g3eqh2ire_iow52nbfL,2,low_appeal,"The field yields a higher output when blue and yellow is used on the top row. Red and yellow on the middle row. Some of each colours are used on the bottom row. In the first round using this logic, I got a score over 800.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
qnqzt0y0,g3eqh2ire_iow52nbfL,2,low_appeal,The field yields a higher output when I gave most if not all flowers at least 1 red nutrient. I found that giving each flower in the last row just 1 red nutrient was a good strategy. Then also only giving the top row more than 1 of a single nutrient turned out to be good for me,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
mfiexo2j,hi5b3cmq4_iow52nbfL,2,low_appeal,"The field yields a higher output when one plant takes a larger portion of feed. I found it best to use 4-5 on one and then spread the rest around, using all of them each time. Giving everything the same colour liquid resulted in a low yield so best to spread out colours a bit.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
e98zund5,hi5b3cmq4_iow52nbfL,2,low_appeal,The field yields a higher output when you alternate the potions accross the field. it seems like using all the potions and spreading them works well,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
dnvgp5pv,hi5b3cmq4_iow52nbfL,2,low_appeal,"The field yields a higher output when you spread your nutrients out equally, and the blue and yellow ones seem to yield more points.",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
k9axk142,msmg1m4ue_iow52nbfL,2,low_appeal,The field yields a higher output when there is at least one coloured bottle next to each flower. I don't think multiples of the same colour add as many points as a combination of two colours.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
bfjy4n4w,msmg1m4ue_iow52nbfL,2,low_appeal,"The field yields a higher output when all of the flowers have at least one nutrient. I experimented with giving all of the flowers 2 colours (up to a limit, as only 16 nutrients were allowed in total), and found that blue and red gave me the highest score.",0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
