participant_code,consent,generation,session_code,session_label,treatment_appeal,example_color,chain_code,selected_feedback_index,selected_feedback_message,selected_feedback_grid_state,selected_feedback_author,feedback_message,feedback_grid_state,birthyear,gender,period,revenue,cost,points,plants_treated,grid_state,period_in_chain,num_plants_fed,selected_feedback_grid_state_flatten,grid_state_flatten,feedback_grid_state_flatten
esqf8cix,1,4,xdo9axcr,ha2g4,high_appeal,blue,x3cjxop5q_66qft73yH,2,"The field yields a higher output when you go in order from left to right, start in top left and work down to bottom right. Only use 1 nutrient per colour for each flower, but the colour must match the flower, so if the flower is blue, only feed it one blue nutrient. If it's orange, mix one yellow and one red. Stay in order. Each flower when selecting a nutrient, go top to bottom.","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",uyozssq6,"The field yields a higher output when I distributed 1 nutrient to the same colour flower, 2 for the combination colours, which gave me 3  nutrients for the green flower. Also, I recommend starting from top left to bottom right. I tried different combinations, that's the one that gave me more points.","[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":2,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":1}]]",1999,Female,6,623,96,527,9,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":2,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":1}]]",24,9,100-101-110-001-011-010-011-101-011,200-110-010-001-011-020-011-110-011,200-110-010-001-011-020-011-110-011
bbkccp68,1,4,xdo9axcr,ha2g4,high_appeal,blue,x3cjxop5q_66qft73yH,2,"The field yields a higher output when you go in order from left to right, start in top left and work down to bottom right. Only use 1 nutrient per colour for each flower, but the colour must match the flower, so if the flower is blue, only feed it one blue nutrient. If it's orange, mix one yellow and one red. Stay in order. Each flower when selecting a nutrient, go top to bottom.","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",uyozssq6,"The field yields a higher output when you fertilise according to the plant colour e.g. Blue = 1 blue. Purple = 1 blue + 1 red. I recieved this advice, and didn't deviate from it. It seemed to score well, but unfortunately I didn't test out alternative strategies. All advice presented to me outlined this same colour-based method. It's possible there's a better way, but it's whether you want to take that risk in the short time you have to earn points! Good luck :) Score highly for me! ;)","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1992,Female,1,881,98,783,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",19,9,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011
bbkccp68,1,4,xdo9axcr,ha2g4,high_appeal,blue,x3cjxop5q_66qft73yH,2,"The field yields a higher output when you go in order from left to right, start in top left and work down to bottom right. Only use 1 nutrient per colour for each flower, but the colour must match the flower, so if the flower is blue, only feed it one blue nutrient. If it's orange, mix one yellow and one red. Stay in order. Each flower when selecting a nutrient, go top to bottom.","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",uyozssq6,"The field yields a higher output when you fertilise according to the plant colour e.g. Blue = 1 blue. Purple = 1 blue + 1 red. I recieved this advice, and didn't deviate from it. It seemed to score well, but unfortunately I didn't test out alternative strategies. All advice presented to me outlined this same colour-based method. It's possible there's a better way, but it's whether you want to take that risk in the short time you have to earn points! Good luck :) Score highly for me! ;)","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1992,Female,2,645,98,547,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",20,9,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011
bbkccp68,1,4,xdo9axcr,ha2g4,high_appeal,blue,x3cjxop5q_66qft73yH,2,"The field yields a higher output when you go in order from left to right, start in top left and work down to bottom right. Only use 1 nutrient per colour for each flower, but the colour must match the flower, so if the flower is blue, only feed it one blue nutrient. If it's orange, mix one yellow and one red. Stay in order. Each flower when selecting a nutrient, go top to bottom.","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",uyozssq6,"The field yields a higher output when you fertilise according to the plant colour e.g. Blue = 1 blue. Purple = 1 blue + 1 red. I recieved this advice, and didn't deviate from it. It seemed to score well, but unfortunately I didn't test out alternative strategies. All advice presented to me outlined this same colour-based method. It's possible there's a better way, but it's whether you want to take that risk in the short time you have to earn points! Good luck :) Score highly for me! ;)","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1992,Female,3,929,98,831,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",21,9,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011
bbkccp68,1,4,xdo9axcr,ha2g4,high_appeal,blue,x3cjxop5q_66qft73yH,2,"The field yields a higher output when you go in order from left to right, start in top left and work down to bottom right. Only use 1 nutrient per colour for each flower, but the colour must match the flower, so if the flower is blue, only feed it one blue nutrient. If it's orange, mix one yellow and one red. Stay in order. Each flower when selecting a nutrient, go top to bottom.","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",uyozssq6,"The field yields a higher output when you fertilise according to the plant colour e.g. Blue = 1 blue. Purple = 1 blue + 1 red. I recieved this advice, and didn't deviate from it. It seemed to score well, but unfortunately I didn't test out alternative strategies. All advice presented to me outlined this same colour-based method. It's possible there's a better way, but it's whether you want to take that risk in the short time you have to earn points! Good luck :) Score highly for me! ;)","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1992,Female,4,716,98,618,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",22,9,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011
bbkccp68,1,4,xdo9axcr,ha2g4,high_appeal,blue,x3cjxop5q_66qft73yH,2,"The field yields a higher output when you go in order from left to right, start in top left and work down to bottom right. Only use 1 nutrient per colour for each flower, but the colour must match the flower, so if the flower is blue, only feed it one blue nutrient. If it's orange, mix one yellow and one red. Stay in order. Each flower when selecting a nutrient, go top to bottom.","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",uyozssq6,"The field yields a higher output when you fertilise according to the plant colour e.g. Blue = 1 blue. Purple = 1 blue + 1 red. I recieved this advice, and didn't deviate from it. It seemed to score well, but unfortunately I didn't test out alternative strategies. All advice presented to me outlined this same colour-based method. It's possible there's a better way, but it's whether you want to take that risk in the short time you have to earn points! Good luck :) Score highly for me! ;)","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1992,Female,5,161,2,159,1,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}]]",23,1,100-101-110-001-011-010-011-101-011,100-000-000-000-000-000-000-000-000,100-101-110-001-011-010-011-101-011
bbkccp68,1,4,xdo9axcr,ha2g4,high_appeal,blue,x3cjxop5q_66qft73yH,2,"The field yields a higher output when you go in order from left to right, start in top left and work down to bottom right. Only use 1 nutrient per colour for each flower, but the colour must match the flower, so if the flower is blue, only feed it one blue nutrient. If it's orange, mix one yellow and one red. Stay in order. Each flower when selecting a nutrient, go top to bottom.","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",uyozssq6,"The field yields a higher output when you fertilise according to the plant colour e.g. Blue = 1 blue. Purple = 1 blue + 1 red. I recieved this advice, and didn't deviate from it. It seemed to score well, but unfortunately I didn't test out alternative strategies. All advice presented to me outlined this same colour-based method. It's possible there's a better way, but it's whether you want to take that risk in the short time you have to earn points! Good luck :) Score highly for me! ;)","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1992,Female,6,740,98,642,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",24,9,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011
dk1hqx5b,1,4,xdo9axcr,ha2g4,high_appeal,blue,x3cjxop5q_66qft73yH,1,"The field yields a higher output when the nutrients match the colour of the flower. For Example: Blue+Yellow Nutrients = Green, Red+Yellow Nutrients = Orange. Where the nutrients cannot make up the colour of the flower shown choose the same colour. For Example Yellow=Yellow, Red=Red. I used this tactic based on previous advice and it worked well.","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",grup9jsv,"The field yields a higher output when you choose colours that add up to the final colour - purple equals red +blue, orange is red+ yellow etc","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1994,Female,1,691,98,593,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",19,9,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011
dk1hqx5b,1,4,xdo9axcr,ha2g4,high_appeal,blue,x3cjxop5q_66qft73yH,1,"The field yields a higher output when the nutrients match the colour of the flower. For Example: Blue+Yellow Nutrients = Green, Red+Yellow Nutrients = Orange. Where the nutrients cannot make up the colour of the flower shown choose the same colour. For Example Yellow=Yellow, Red=Red. I used this tactic based on previous advice and it worked well.","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",grup9jsv,"The field yields a higher output when you choose colours that add up to the final colour - purple equals red +blue, orange is red+ yellow etc","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1994,Female,2,656,98,558,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",20,9,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011
dk1hqx5b,1,4,xdo9axcr,ha2g4,high_appeal,blue,x3cjxop5q_66qft73yH,1,"The field yields a higher output when the nutrients match the colour of the flower. For Example: Blue+Yellow Nutrients = Green, Red+Yellow Nutrients = Orange. Where the nutrients cannot make up the colour of the flower shown choose the same colour. For Example Yellow=Yellow, Red=Red. I used this tactic based on previous advice and it worked well.","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",grup9jsv,"The field yields a higher output when you choose colours that add up to the final colour - purple equals red +blue, orange is red+ yellow etc","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1994,Female,3,816,98,718,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",21,9,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011
dk1hqx5b,1,4,xdo9axcr,ha2g4,high_appeal,blue,x3cjxop5q_66qft73yH,1,"The field yields a higher output when the nutrients match the colour of the flower. For Example: Blue+Yellow Nutrients = Green, Red+Yellow Nutrients = Orange. Where the nutrients cannot make up the colour of the flower shown choose the same colour. For Example Yellow=Yellow, Red=Red. I used this tactic based on previous advice and it worked well.","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",grup9jsv,"The field yields a higher output when you choose colours that add up to the final colour - purple equals red +blue, orange is red+ yellow etc","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1994,Female,4,847,98,749,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",22,9,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011
dk1hqx5b,1,4,xdo9axcr,ha2g4,high_appeal,blue,x3cjxop5q_66qft73yH,1,"The field yields a higher output when the nutrients match the colour of the flower. For Example: Blue+Yellow Nutrients = Green, Red+Yellow Nutrients = Orange. Where the nutrients cannot make up the colour of the flower shown choose the same colour. For Example Yellow=Yellow, Red=Red. I used this tactic based on previous advice and it worked well.","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",grup9jsv,"The field yields a higher output when you choose colours that add up to the final colour - purple equals red +blue, orange is red+ yellow etc","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1994,Female,5,939,98,841,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",23,9,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011
dk1hqx5b,1,4,xdo9axcr,ha2g4,high_appeal,blue,x3cjxop5q_66qft73yH,1,"The field yields a higher output when the nutrients match the colour of the flower. For Example: Blue+Yellow Nutrients = Green, Red+Yellow Nutrients = Orange. Where the nutrients cannot make up the colour of the flower shown choose the same colour. For Example Yellow=Yellow, Red=Red. I used this tactic based on previous advice and it worked well.","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",grup9jsv,"The field yields a higher output when you choose colours that add up to the final colour - purple equals red +blue, orange is red+ yellow etc","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1994,Female,6,657,98,559,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",24,9,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011
6iywo6st,1,4,xdo9axcr,ha2g4,high_appeal,red,y900utjvf_66qft73yH,3,"The field yields a higher output when you mix the colours needed to make that colour. For example, a red field just needs 1 red nutrient. A purple field would need 1 red and 1 blue nutrient, orange would need 1 yellow and 1 red nutrient and so on.","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",mvr1qq5i,"The field yields a higher output when  you match the colours in the middle. If blue, select one blue ingreditent. if red, select red, if yellow select yellow. Orange is one red and one yellow. purple is one blue and one red. green is one blue and one yellow. good luck.","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1999,Male,1,826,98,728,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",19,9,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011,100-101-000-002-011-010-011-101-011
